claim_no,policy_no,claim_date,months_as_customer,injury,property,vehicle,total,collision_type,number_of_vehicles_involved,age,insured_relationship,license_issue_date,date,hour,type,severity,number_of_witnesses,suspicious_activity
84f934d9-a5ef-4349-8f0c-af9bd292deff,102051060,2016-04-09,237,11120,5560,38920,55600,Side Collision,1,38.0,unmarried,07-02-2006,2015-11-28,23,Single Vehicle Collision,Minor Damage,3,false
25a83e37-8d83-4c2f-990d-2bacc820596f,102065722,2016-11-19,140,7180,14360,57440,78980,null,4,35.0,other-relative,20-01-2010,2016-07-11,0,Multi-vehicle Collision,Total Loss,3,true
9aa3328f-a3ab-4609-a05f-5af306d265ca,102149065,2020-09-06,140,11400,11400,45600,68400,null,4,32.0,husband,29-12-2015,2020-05-11,11,Multi-vehicle Collision,Major Damage,0,false
e84b8931-5643-4916-92d8-a2a52dc14b10,102130720,2019-06-01,252,8640,8640,34560,51840,Rear Collision,4,47.0,not-in-family,19-09-2000,2019-02-02,12,Multi-vehicle Collision,Major Damage,0,true
353a8034-983b-48ac-af8d-7c8b98cc53f2,102101658,2017-05-01,316,11700,5850,40950,58500,null,1,41.0,unmarried,09-02-2012,2017-01-02,15,Single Vehicle Collision,Minor Damage,0,false
8eadcf69-1640-4d70-b9a5-662a9d2aa8c1,102152790,2021-01-06,148,7180,3590,25130,35900,Side Collision,4,36.0,wife,23-02-2011,2020-05-04,3,Multi-vehicle Collision,Minor Damage,3,false
0afc6cbd-f1ea-4f82-a7f0-84e54279761b,102074455,2017-02-20,172,1760,880,6160,8800,Side Collision,1,68.0,other-relative,06-10-1986,2016-10-16,16,Single Vehicle Collision,Minor Damage,0,true
f2db0eea-4f55-44cb-9993-030bba8fee2d,102116633,2018-03-21,294,5070,5070,35490,45630,Rear Collision,1,29.0,own-child,17-10-2011,2017-11-01,9,Parked Car,Major Damage,1,true
0ac4eac1-994c-4a17-af7c-65afedb08ff6,102076817,2017-03-19,91,8500,8500,34000,51000,Rear Collision,4,28.0,own-child,29-10-2014,2016-10-17,10,Multi-vehicle Collision,Total Loss,1,false
8339a6c5-ab4d-438d-823f-3c82c2e3fc02,102102884,2017-05-01,479,6930,13860,55440,76230,Rear Collision,1,46.0,wife,04-11-1998,2016-11-13,13,Single Vehicle Collision,Major Damage,1,false
4123b6df-183c-4e2d-886c-18129d071610,102082426,2017-05-01,230,6500,3250,26000,35750,Front Collision,1,30.0,other-relative,29-12-2004,2016-10-01,3,Parked Car,Total Loss,1,false
b776e3f3-0905-4f99-b7e3-235349d7e146,102094378,2017-05-01,186,7700,3850,38500,50050,Rear Collision,4,54.0,not-in-family,21-02-2001,2016-12-24,16,Multi-vehicle Collision,Minor Damage,0,false
a1774134-f57f-4a20-8d75-d4a10bb9084a,102100586,2017-05-01,89,12320,12320,55440,80080,Side Collision,1,23.0,not-in-family,09-05-2016,2016-12-26,13,Single Vehicle Collision,Total Loss,2,false
959ae30f-45f0-4463-805e-d56f04ca7ad7,102098140,2017-05-01,282,13040,13040,52160,78240,Side Collision,1,35.0,husband,15-03-2012,2017-01-02,19,Single Vehicle Collision,Minor Damage,2,true
b76c9618-413f-42a6-9c0d-9cb8ce5756ce,102136390,2019-10-20,257,5710,5710,45680,57100,Rear Collision,1,26.0,husband,28-08-2014,2019-06-20,4,Single Vehicle Collision,Minor Damage,0,true
d76b9a34-6bdf-496c-8f04-31341a52dc9a,102106139,2017-06-18,278,9650,9650,57900,77200,Rear Collision,4,30.0,not-in-family,06-09-2010,2017-02-07,4,Multi-vehicle Collision,Total Loss,2,false
88c71555-5927-454c-892f-0d146af5d84b,102092689,2017-08-01,224,940,470,3290,4700,Side Collision,1,26.0,other-relative,03-08-2016,2017-01-04,12,Single Vehicle Collision,Major Damage,0,false
20850a5f-5edf-4a56-a709-448c9859ce05,102110034,2017-09-29,381,3780,7560,30240,41580,Side Collision,1,45.0,unmarried,02-04-2005,2017-03-06,4,Parked Car,Minor Damage,0,false
fe7fdc04-2045-44f1-a38d-18b2e217eb4e,102108285,2017-08-01,80,7910,15820,63280,87010,Rear Collision,1,45.0,own-child,08-11-1998,2016-12-21,16,Single Vehicle Collision,Total Loss,2,true
9c568684-58ac-4c62-84af-b322d476af1a,102094632,2017-08-01,254,5910,5910,47280,59100,Front Collision,4,44.0,other-relative,21-09-2004,2016-12-27,7,Multi-vehicle Collision,Major Damage,3,false
dec7afc2-734f-4ea9-97d0-2cd0eb6fc2d6,102062870,2016-10-14,119,460,920,3680,5060,Rear Collision,1,34.0,wife,17-07-2012,2016-03-19,2,Single Vehicle Collision,Trivial Damage,2,false
a5a34a03-d28c-4b7f-9bd5-5ef6f78eb5ea,102151032,2020-10-25,259,13000,13000,58500,84500,Side Collision,4,24.0,other-relative,22-11-2010,2020-03-20,10,Multi-vehicle Collision,Minor Damage,2,false
2a983a16-d1d1-44e5-8b0f-92f184bf86ab,102100563,2017-08-01,446,7690,7690,61520,76900,Front Collision,4,50.0,own-child,16-07-1997,2017-01-04,19,Multi-vehicle Collision,Minor Damage,1,false
0d50a769-4ced-4e04-b1ef-8e8b4b2d3463,102124530,2018-12-08,124,12100,6050,48400,66550,Rear Collision,1,53.0,husband,28-07-2001,2018-05-02,17,Single Vehicle Collision,Major Damage,2,false
0bb95f0b-7928-4f04-96e2-406d35697857,102135592,2019-10-02,264,14920,7460,59680,82060,Front Collision,1,46.0,other-relative,30-07-2012,2019-02-19,11,Single Vehicle Collision,Minor Damage,2,true
d9e31fd2-9a0e-4162-95f2-c214a6f96b99,102077060,2017-03-23,322,5310,5310,42480,53100,null,4,38.0,own-child,11-05-2015,2016-08-12,1,Multi-vehicle Collision,Total Loss,3,true
10877748-8d12-40b8-a8c3-23637d644fa5,102136156,2019-10-30,33,5910,5910,47280,59100,Side Collision,1,33.0,wife,25-03-2009,2019-03-21,1,Parked Car,Minor Damage,2,false
04a6416b-a694-4807-8a79-2e3a8e87779b,102109676,2017-09-20,283,6340,6340,44380,57060,null,4,32.0,husband,21-07-2014,2016-07-03,12,Multi-vehicle Collision,Total Loss,3,false
10f7f3cf-a986-4b38-9ba3-7a8c17de53f4,102052619,2016-05-16,210,860,860,3870,5590,Rear Collision,1,40.0,unmarried,29-04-2010,2015-10-13,22,Single Vehicle Collision,Major Damage,2,false
eaa1255c-2c91-4e90-8254-83a13dd37405,102142419,2020-03-19,123,6280,12560,43960,62800,Rear Collision,1,26.0,not-in-family,23-12-2015,2019-08-17,4,Single Vehicle Collision,Minor Damage,1,false
b7940f89-7977-4518-acd2-a9e71728dea3,102113909,2018-01-06,112,9380,9380,32830,51590,Side Collision,1,29.0,other-relative,04-09-2015,2017-06-15,3,Parked Car,Trivial Damage,3,false
95384eb8-bdd5-4a58-af0c-68e81deabe3f,102145982,2020-06-22,146,14060,14060,49210,77330,Side Collision,4,32.0,husband,31-12-2014,2019-11-14,17,Multi-vehicle Collision,Minor Damage,3,false
a5626b22-0a18-4892-aca1-e54fdf890c63,102076630,2017-08-01,107,3010,0,27090,30100,Side Collision,1,38.0,husband,25-01-2016,2017-01-02,5,Single Vehicle Collision,Major Damage,1,false
3c42ef13-2a9c-4d87-9ed7-64261d8aa416,102070083,2017-01-06,104,15960,7980,55860,79800,Front Collision,4,27.0,wife,12-05-2008,2016-06-06,8,Multi-vehicle Collision,Minor Damage,1,false
cb35b05b-4b9d-47d8-9a79-7a50d9341f32,102090390,2017-08-01,371,14060,14060,49210,77330,Side Collision,4,36.0,other-relative,10-09-2015,2016-12-27,6,Multi-vehicle Collision,Total Loss,3,true
e60f25af-d640-46ab-b773-3ae4deb27481,102117951,2018-04-28,111,1320,660,5280,7260,Front Collision,4,28.0,husband,23-05-2013,2017-09-09,0,Multi-vehicle Collision,Total Loss,1,true
07bf625a-c0a5-4268-8d11-c4d9b75b5a17,102151297,2020-12-22,277,2250,2250,13500,18000,null,4,36.0,unmarried,24-05-2007,2020-05-24,9,Multi-vehicle Collision,Major Damage,1,false
40f4074a-51a1-4812-aadf-29ddee540295,102122706,2018-10-06,14,6160,12320,43120,61600,Side Collision,4,58.0,husband,17-05-2005,2018-02-11,9,Multi-vehicle Collision,Major Damage,3,true
94403976-7c8e-4ffc-95be-b4bbc1976633,102133743,2019-08-15,149,570,570,4560,5700,null,1,43.0,husband,10-07-2008,2018-11-27,3,Single Vehicle Collision,Total Loss,2,true
1cbf1071-8e1f-4763-975a-ec7eb22808f1,102110308,2017-10-08,163,11940,7960,31840,51740,Front Collision,1,28.0,own-child,12-03-2015,2017-03-01,10,Single Vehicle Collision,Total Loss,2,true
4f556641-3487-4851-916b-9ed735757a94,102097016,2017-09-01,183,5850,5850,46800,58500,Side Collision,1,34.0,own-child,12-03-2009,2017-01-06,7,Single Vehicle Collision,Minor Damage,3,true
b6db396d-8cc5-4a30-aeaf-1c8bb00bb3c9,102112530,2017-12-06,184,6620,6620,26480,39720,Side Collision,4,53.0,own-child,16-10-1993,2017-02-18,3,Multi-vehicle Collision,Total Loss,0,false
0695997d-fa5e-4c4b-acd5-375449e75a57,102068507,2017-09-01,228,670,670,5360,6700,Rear Collision,4,36.0,own-child,19-11-2015,2016-12-31,4,Multi-vehicle Collision,Major Damage,1,true
91b2c46d-49e1-4a78-ac9d-aba138a1f9e1,102097200,2017-09-01,159,2250,2250,13500,18000,Rear Collision,4,38.0,other-relative,14-08-2011,2017-01-04,21,Multi-vehicle Collision,Total Loss,3,false
21ea7526-e0b9-46bf-b62b-e8f8ef4f1bb1,102095766,2017-09-01,160,7170,14340,57360,78870,Front Collision,4,43.0,not-in-family,19-01-2009,2016-11-18,14,Multi-vehicle Collision,Major Damage,2,false
c345fd6a-500c-4933-94be-00e33d7756cb,102067213,2016-12-02,328,4060,4060,32480,40600,Rear Collision,4,38.0,other-relative,15-03-2006,2016-04-11,11,Multi-vehicle Collision,Total Loss,3,true
30b1e095-beae-46ef-8102-2990309bfa41,102152061,2020-11-25,137,14880,7440,59520,81840,null,1,26.0,not-in-family,08-11-2015,2020-03-23,11,Single Vehicle Collision,Total Loss,3,false
42059d65-8be0-4e7c-b989-ed86487b6c02,102138134,2019-12-06,237,8180,16360,73620,98160,Side Collision,1,21.0,not-in-family,18-09-2014,2019-02-09,21,Vehicle Theft,Major Damage,3,true
dfbf5223-bcbf-439c-96d2-960221836315,102138065,2019-12-15,322,10240,10240,40960,61440,null,4,34.0,own-child,27-11-2011,2019-04-06,10,Multi-vehicle Collision,Major Damage,0,true
73ebafeb-6b8e-470c-b860-bdce9fcb2210,102129223,2019-04-10,257,12700,6350,50800,69850,null,1,35.0,wife,28-11-2012,2018-08-17,11,Vehicle Theft,Minor Damage,2,false
7f397fa8-75b3-44ec-8d5a-685d79efd463,102146324,2020-08-10,150,6630,13260,53040,72930,Side Collision,4,56.0,not-in-family,29-05-2001,2019-12-13,10,Multi-vehicle Collision,Trivial Damage,3,true
c37e1edc-aca6-4808-b8b1-ee35ed7027bb,102115374,2018-02-17,254,15280,7640,53480,76400,Rear Collision,1,49.0,not-in-family,18-09-2006,2017-06-26,18,Parked Car,Minor Damage,1,false
812a4aed-2001-4944-92e7-69f54d2dc0a8,102151533,2020-11-10,29,12800,6400,44800,64000,Front Collision,4,28.0,unmarried,22-09-2015,2020-03-15,21,Multi-vehicle Collision,Trivial Damage,2,false
2738afd5-7b55-4899-9d18-79a834c67c91,102115060,2018-02-08,195,280,280,2240,2800,Side Collision,1,36.0,unmarried,11-01-2014,2017-05-28,19,Single Vehicle Collision,Minor Damage,3,false
760d2cd0-b8bb-4b6b-9504-362abd917f2b,102129425,2019-04-14,183,12660,6330,50640,69630,Side Collision,1,27.0,not-in-family,30-10-2014,2018-07-22,6,Parked Car,Major Damage,3,false
b40918e9-0604-4a86-ba36-ddb302fd8a7e,102072745,2017-02-05,199,5820,5820,40740,52380,Front Collision,1,34.0,own-child,27-08-2014,2016-05-02,17,Single Vehicle Collision,Trivial Damage,2,false
05920789-2f0d-4d74-bd55-0325c95c09ec,102102484,2017-10-01,319,6870,13740,54960,75570,Rear Collision,1,24.0,own-child,03-02-2015,2017-01-09,17,Single Vehicle Collision,Major Damage,2,true
1107151e-69d2-4550-ad79-8c1b635882cb,102140209,2020-01-31,332,4080,4080,28560,36720,Rear Collision,4,39.0,unmarried,19-03-2012,2019-05-10,5,Multi-vehicle Collision,Major Damage,2,false
d41b39f2-ac81-4437-b461-9ff8e024efba,102080831,2017-05-07,22,8080,4040,32320,44440,Front Collision,4,22.0,own-child,13-03-2016,2016-08-15,23,Multi-vehicle Collision,Minor Damage,1,false
55add87b-36cb-4ba6-a357-f5512da7aabd,102073912,2017-02-17,428,5710,11420,34260,51390,Side Collision,4,34.0,other-relative,23-03-2016,2016-05-28,17,Multi-vehicle Collision,Total Loss,2,false
7e8b41c0-9b46-44b7-98a9-8c0ed89dd620,102137298,2019-11-14,154,11580,11580,46320,69480,Rear Collision,1,26.0,husband,04-11-2015,2018-12-19,17,Single Vehicle Collision,Total Loss,0,true
ff5408f4-0e24-4530-8489-b8def4b917fb,102068546,2016-12-18,208,0,14020,63090,77110,Side Collision,4,25.0,other-relative,01-06-2016,2016-03-27,7,Multi-vehicle Collision,Minor Damage,1,false
ddffd09d-633e-403e-97d2-a74e4c46d92c,102102756,2017-10-01,241,17280,17280,77760,112320,Front Collision,1,26.0,wife,07-01-2013,2017-01-09,16,Parked Car,Minor Damage,0,false
f85163b2-75da-4ca3-a08b-611b5a5cc2e3,102088552,2017-08-13,285,6000,6000,42000,54000,Rear Collision,1,32.0,own-child,26-06-2013,2016-10-21,17,Single Vehicle Collision,Major Damage,2,false
7dc77983-ac3d-4575-8345-865af20fe51d,102093365,2017-11-01,257,11460,5730,51570,68760,Rear Collision,1,34.0,wife,23-06-2008,2016-12-14,16,Single Vehicle Collision,Total Loss,2,false
2e399c73-e9c0-415b-b949-b363812f3b77,102139696,2020-01-26,26,0,960,3360,4320,Rear Collision,4,57.0,husband,10-06-2002,2019-04-03,0,Multi-vehicle Collision,Minor Damage,3,true
4b2c256a-6297-4d38-bc2d-88176247812e,102066082,2016-11-19,107,3050,6100,24400,33550,null,4,28.0,husband,20-08-2008,2016-01-16,2,Multi-vehicle Collision,Total Loss,0,true
13dfd24f-661b-4e96-a67c-ce518ee14d5d,102070349,2016-12-27,235,10700,10700,37450,58850,Front Collision,4,38.0,not-in-family,12-11-2006,2016-03-08,4,Multi-vehicle Collision,Minor Damage,2,false
d2976881-cdc7-4b83-9cef-db465b46f0ba,102067634,2016-12-05,62,6380,6380,51040,63800,Side Collision,1,36.0,unmarried,02-03-2015,2016-01-25,9,Single Vehicle Collision,Major Damage,0,false
d23463e5-26c9-409d-b34f-cc9383a37d64,102084262,2017-06-21,105,1440,720,6480,8640,Side Collision,4,38.0,unmarried,11-10-2010,2016-08-27,7,Multi-vehicle Collision,Minor Damage,3,false
54aedaaf-3a44-404a-a019-2d756df0f6b9,102120227,2018-08-11,79,6430,6430,51440,64300,Side Collision,4,40.0,other-relative,19-03-2012,2017-10-19,16,Multi-vehicle Collision,Major Damage,3,false
e149e6e8-3910-432e-9f31-859f83227a8d,102122893,2018-10-03,134,14060,14060,49210,77330,Side Collision,1,37.0,unmarried,29-08-2005,2017-12-03,23,Single Vehicle Collision,Minor Damage,1,false
834adcf2-5699-4d95-bd8d-b7bdf90975c9,102074468,2017-02-21,254,5440,5440,43520,54400,Rear Collision,4,24.0,husband,28-12-2015,2016-02-19,17,Multi-vehicle Collision,Minor Damage,0,false
60c15c1d-01ff-4aa9-88a8-afbefb4ca80a,102089604,2017-09-03,250,9040,9040,72320,90400,Side Collision,1,25.0,wife,19-08-2009,2016-10-04,22,Single Vehicle Collision,Major Damage,1,false
e96fcd54-e9d4-488e-83b7-928f91e651e5,102095117,2017-12-01,153,0,3600,25200,28800,null,1,31.0,own-child,01-05-2006,2016-12-27,16,Single Vehicle Collision,Total Loss,1,true
7fc89787-b9aa-44c5-bec8-fc2434090d44,102072182,2017-12-01,339,1020,1020,4080,6120,null,4,45.0,not-in-family,31-12-1997,2017-01-04,12,Multi-vehicle Collision,Minor Damage,3,false
339f3979-1a86-4707-928b-028d956e9b5f,102142217,2020-03-14,233,3280,3280,26240,32800,null,1,23.0,unmarried,16-02-2012,2019-03-21,3,Single Vehicle Collision,Major Damage,2,false
43d2fa1e-eb80-48b2-a1f5-6d3c9af1e3a5,102056219,2016-07-12,32,7580,7580,26530,41690,Rear Collision,4,49.0,husband,15-07-2009,2015-08-18,16,Multi-vehicle Collision,Major Damage,0,false
4c47f446-de29-4e0a-8879-a7fb7d584fc8,102102961,2017-12-01,295,0,6680,46760,53440,Side Collision,1,42.0,wife,01-05-2011,2017-01-07,15,Single Vehicle Collision,Minor Damage,2,false
ce08bd56-bcc0-496d-80bb-8f4104be56bc,102089218,2017-08-25,256,5540,11080,38780,55400,null,1,41.0,husband,29-01-2009,2016-04-13,6,Parked Car,Minor Damage,2,false
a92c06e5-e5b4-48fa-852e-0022eb819559,102100158,2017-12-01,101,5540,11080,38780,55400,Rear Collision,1,37.0,unmarried,04-05-2008,2016-12-07,0,Vehicle Theft,Total Loss,2,false
41734d0e-7cc7-498f-88c0-1412ae159022,102120036,2018-07-04,1,940,940,3760,5640,Rear Collision,1,33.0,not-in-family,25-10-2009,2017-07-18,7,Single Vehicle Collision,Total Loss,3,true
52a73a24-dbda-45b5-8714-2ae6b7b069f4,101618109,2020-04-02,41,4730,4730,37840,47300,null,1,29.0,not-in-family,10-02-2013,2019-05-08,10,Parked Car,Major Damage,3,true
a416d1b3-40de-4520-82b5-beba7f6e150d,102148767,2020-08-30,292,5870,11740,46960,64570,Front Collision,1,28.0,not-in-family,24-07-2016,2019-09-20,20,Parked Car,Minor Damage,3,false
20d981f8-cf72-47f8-86b4-948b1f72c534,102051866,2016-04-29,204,7040,7040,42240,56320,Rear Collision,1,51.0,other-relative,30-01-1992,2015-06-07,18,Single Vehicle Collision,Minor Damage,2,false
dee70274-23f8-464d-804a-2e27f1a5af58,102094038,2017-11-04,80,8400,4200,25200,37800,Rear Collision,4,38.0,unmarried,08-10-2008,2016-12-11,22,Multi-vehicle Collision,Total Loss,3,false
cc821749-1d0f-4e24-911d-de6568724d08,102140286,2020-02-02,12,13260,13260,53040,79560,Rear Collision,1,40.0,not-in-family,09-06-2016,2019-03-11,6,Parked Car,Minor Damage,0,false
743ef9ba-edd6-43ec-97de-1e7469847248,102124530,2018-12-08,404,9880,0,44460,54340,Front Collision,4,48.0,not-in-family,05-11-2006,2018-01-14,22,Multi-vehicle Collision,Minor Damage,1,false
a0b54b61-05d7-4424-b9db-b54795946f43,102086397,2017-07-20,254,10860,10860,48870,70590,null,1,18.0,not-in-family,24-05-2016,2016-08-29,13,Single Vehicle Collision,Total Loss,0,false
8311d3c8-f00e-43ec-8bf4-603907f72808,102088260,2017-08-25,30,12460,6230,43610,62300,Side Collision,1,35.0,unmarried,25-05-2005,2016-08-21,22,Single Vehicle Collision,Total Loss,0,false
cd885653-f07f-461e-94c7-89063bc57a69,102119283,2018-07-09,65,7980,7980,71820,87780,Front Collision,4,24.0,wife,27-05-2013,2017-08-20,17,Multi-vehicle Collision,Minor Damage,3,false
cbb13e00-8fbc-4cdb-8477-eea0089e89b6,102081827,2017-05-21,135,5360,10720,48240,64320,null,4,27.0,not-in-family,27-03-2013,2016-06-10,16,Multi-vehicle Collision,Minor Damage,0,false
97f9daa7-482d-49b5-9f7e-ab9f89957ea9,102116226,2018-03-11,275,5980,5980,47840,59800,Side Collision,4,45.0,not-in-family,29-10-2002,2017-04-21,5,Multi-vehicle Collision,Total Loss,0,false
fbd0ec17-883f-4bea-92da-862123ffe87b,102111303,2017-12-01,126,5550,5550,33300,44400,Rear Collision,1,33.0,not-in-family,19-03-2014,2017-01-05,0,Vehicle Theft,Minor Damage,2,false
31189356-5e8e-4097-b3a6-526517aa481e,102145440,2020-06-10,257,1060,530,4240,5830,Rear Collision,4,22.0,own-child,09-11-2015,2020-06-04,15,Multi-vehicle Collision,Minor Damage,2,true
71351082-591e-4ab9-b106-d6013fdd9df6,102122069,2018-09-11,315,1120,1120,5040,7280,Front Collision,4,40.0,wife,23-12-2010,2018-08-06,16,Multi-vehicle Collision,Trivial Damage,2,false
e0a7533c-80a5-4c73-8f70-3675978d66ec,102056309,2016-07-14,106,6750,6750,47250,60750,Side Collision,4,32.0,own-child,17-01-2005,2016-07-05,10,Multi-vehicle Collision,Minor Damage,2,false
5939fbfa-5968-4c6c-a8eb-a8610f5b0c12,102149880,2020-09-27,125,5530,5530,33180,44240,Front Collision,1,41.0,not-in-family,26-03-2005,2020-09-20,2,Single Vehicle Collision,Minor Damage,2,false
001c765f-01df-4dcb-b9ae-d89e46b120a8,102073631,2017-01-15,265,4010,8020,32080,44110,Rear Collision,1,40.0,other-relative,30-05-2000,2016-12-25,0,Vehicle Theft,Major Damage,1,false
e24325e9-6600-4841-9230-a74facf7924e,102143044,2020-04-01,210,6780,13560,61020,81360,null,1,33.0,husband,09-11-2016,2020-03-27,8,Single Vehicle Collision,Minor Damage,0,true
2eed1f0f-69ce-41f1-a79e-2b1bbffacb66,102092398,2017-01-15,101,580,290,2320,3190,Front Collision,1,32.0,unmarried,08-05-2011,2017-01-15,1,Single Vehicle Collision,Total Loss,3,false
90b326d2-1a98-4f45-946f-0e21a9a3e059,102069676,2017-01-15,79,5570,11140,38990,55700,Rear Collision,1,42.0,husband,25-03-2001,2017-01-07,11,Single Vehicle Collision,Total Loss,2,true
5b8072c1-8558-49b1-90a4-5d3e5a5722e5,102135326,2019-09-25,257,17360,8680,52080,78120,Side Collision,1,24.0,unmarried,24-12-2014,2019-09-22,17,Single Vehicle Collision,Total Loss,0,false
dee12f99-6e26-47bb-bc7f-5fd189fe79dc,102069927,2017-01-15,303,10080,5040,35280,50400,null,4,63.0,other-relative,24-02-1982,2016-12-29,4,Multi-vehicle Collision,Total Loss,0,true
c084472e-9639-4232-8769-27b375e51363,102149952,2020-09-30,19,3260,6520,26080,35860,Side Collision,1,30.0,wife,25-08-2015,2020-09-25,14,Parked Car,Major Damage,3,true
982499e1-fe65-4dfa-84e9-d2f22be58409,102135338,2019-09-25,119,1120,1120,5040,7280,Side Collision,1,42.0,not-in-family,06-02-2016,2019-09-22,8,Vehicle Theft,Total Loss,0,false
6204edb1-0415-4903-bb49-f4001486715b,102087708,2017-01-15,164,12220,12220,42770,67210,Front Collision,4,20.0,unmarried,06-07-2015,2016-12-21,16,Multi-vehicle Collision,Minor Damage,0,false
1abd45a1-1d75-4257-b9a4-b66bbc5f4ca2,102075822,2017-01-15,124,7370,7370,58960,73700,Rear Collision,4,28.0,other-relative,06-03-2011,2016-12-06,16,Multi-vehicle Collision,Major Damage,1,false
916ebc76-8a7d-417e-b32b-7b7201d769f1,102126894,2019-02-10,254,12740,6370,38220,57330,Side Collision,4,40.0,wife,14-03-2010,2019-02-07,3,Multi-vehicle Collision,Major Damage,0,false
0cab448f-97fb-4e2b-8d26-1f61595cc2fb,102132785,2019-07-25,84,8180,16360,73620,98160,Rear Collision,1,25.0,own-child,06-09-2012,2019-04-01,20,Single Vehicle Collision,Minor Damage,2,true
c826f9c2-62fb-4fdf-b71b-88d2a124a044,102088713,2017-01-15,429,6650,19950,53200,79800,Rear Collision,1,23.0,husband,18-09-2015,2017-01-08,7,Single Vehicle Collision,Trivial Damage,2,true
0b282d25-9391-4d37-af7a-86a276a42e83,102133730,2019-08-11,4,6590,13180,59310,79080,Rear Collision,4,40.0,husband,25-07-2010,2019-08-04,23,Multi-vehicle Collision,Major Damage,0,true
3b342187-c118-4bb3-9e2a-3f4e38ee2914,102108128,2017-08-03,429,15660,7830,62640,86130,Front Collision,4,19.0,own-child,18-05-2015,2017-07-11,10,Multi-vehicle Collision,Minor Damage,1,false
2b63ea09-f86c-4e13-be2f-f56442a6893b,102150823,2020-10-21,275,430,430,3440,4300,null,4,74.0,other-relative,17-11-1992,2020-10-15,4,Multi-vehicle Collision,Major Damage,2,false
76d04239-fc58-4be6-a4f2-c04c68bae513,102083783,2017-01-15,126,9820,4910,29460,44190,null,1,43.0,own-child,19-05-2013,2017-01-11,8,Single Vehicle Collision,Major Damage,2,false
3cd61d7c-5c5a-499c-abb0-48b907acbe03,102049176,2016-01-25,194,7370,7370,58960,73700,Side Collision,1,52.0,not-in-family,20-11-1995,2016-01-21,4,Single Vehicle Collision,Minor Damage,0,false
71e05e25-1b60-4275-84d7-253def6e4f7e,102125591,2019-01-09,210,8840,4420,30940,44200,Front Collision,1,35.0,other-relative,08-09-2014,2019-01-07,22,Single Vehicle Collision,Total Loss,0,false
e3d5ad95-d731-4904-9cd5-73ced5af0136,102121537,2018-08-15,295,6950,13900,55600,76450,null,1,47.0,wife,27-05-1998,2018-08-13,15,Vehicle Theft,Minor Damage,0,true
d321003e-f159-4c87-a475-138b1dee5ba0,102136785,2019-10-31,338,5380,5380,43040,53800,Rear Collision,4,30.0,unmarried,08-05-2014,2019-08-06,20,Multi-vehicle Collision,Minor Damage,1,false
9e2398e1-c67c-45d3-82fe-c61fefe2be7e,102080017,2017-01-16,266,10920,5460,49140,65520,Side Collision,1,24.0,other-relative,02-02-2011,2017-01-08,13,Vehicle Theft,Major Damage,3,false
1e091c8e-5268-4ba8-a1d1-c301bd3b7ba6,102052027,2016-05-02,449,9260,9260,41670,60190,Front Collision,4,21.0,other-relative,02-02-2014,2016-03-23,12,Multi-vehicle Collision,Minor Damage,2,false
cd9ebf27-b77d-474d-a288-bceaf36a3f59,102111735,2017-11-15,274,13340,6670,53360,73370,Rear Collision,1,38.0,wife,18-08-2008,2017-11-09,16,Single Vehicle Collision,Major Damage,1,true
7fb487ac-6d41-4892-bc6d-2dd52e5c1da1,102093927,2017-01-16,266,14380,14380,50330,79090,Front Collision,1,30.0,other-relative,07-02-2005,2016-12-10,23,Single Vehicle Collision,Minor Damage,0,false
34a21a5d-79c5-44e3-bf0a-468978645f9d,102074879,2017-01-16,206,6090,6090,42630,54810,Side Collision,1,20.0,husband,21-12-2014,2017-01-14,16,Single Vehicle Collision,Total Loss,1,false
737241d4-4cb8-47e3-b286-fa7e091c3c28,102062677,2016-10-11,317,15920,15920,47760,79600,Front Collision,1,39.0,own-child,14-10-2015,2016-09-29,7,Single Vehicle Collision,Minor Damage,3,false
b10ef75a-dabc-4789-9bb0-8e03f73d2930,102061283,2016-09-21,235,14920,14920,59680,89520,Front Collision,1,28.0,wife,29-11-2006,2016-09-18,17,Single Vehicle Collision,Minor Damage,0,false
e932e373-86b7-4f81-a9d2-8268ad95d447,102085991,2017-01-16,86,4070,4070,32560,40700,Front Collision,4,29.0,husband,15-10-2009,2017-01-11,2,Multi-vehicle Collision,Total Loss,1,false
be4b40d7-da0a-4008-a935-5f0c921c0101,102118795,2018-05-23,7,600,1200,4800,6600,Rear Collision,1,37.0,other-relative,18-12-2004,2018-05-23,11,Single Vehicle Collision,Trivial Damage,0,false
4afae5ce-85e0-428d-aa83-ea69f6b384c7,102134072,2019-08-18,46,9460,4730,37840,52030,Rear Collision,4,38.0,wife,17-02-2008,2019-08-17,17,Multi-vehicle Collision,Minor Damage,2,true
5441e102-ee5a-4d15-a2c7-44ca6afd600a,102138050,2019-12-05,209,6830,13660,47810,68300,Rear Collision,4,58.0,not-in-family,23-05-1999,2019-10-26,15,Multi-vehicle Collision,Total Loss,2,true
b5aa904d-37c7-4117-9f68-7a3ebae05429,102118629,2018-05-23,126,15280,7640,53480,76400,Side Collision,1,35.0,other-relative,07-05-2015,2018-05-13,13,Single Vehicle Collision,Total Loss,1,false
459f486b-0685-42e0-9c7d-693d81052663,102149887,2020-09-27,398,7890,23670,55230,86790,null,1,37.0,unmarried,18-01-2004,2020-09-25,7,Single Vehicle Collision,Minor Damage,1,false
